,review_rating,review_posted_date,review_text,review_author
1581,1.0 ,28 Aug 2012,"How dare they? I mean, HOW DARE THEY!? Woman pens? Disgusting! The imbecile designers at BIC have somehow managed to start the wild idea that women have any business writing, and with a tool as masculine as a pen at that. They have single-handedly set the human race back centuries by implying that there be any conceivable purpose or use for a woman's ramblings and drivel to ever be recorded on paper. It's crap like this that makes them think it's acceptable behavior to wear pants or shoes. This will undoubtedly lead to women in politics, women driving, and other such disgusting pursuits that draw them out of their rightful place in the kitchen. Shame on you, BIC, shame on you",M
1582,3.0 ,28 Aug 2012,"I had to write down a phone number in a hurry, and without looking, I accidentally grabbed one of my wife's ""For Her"" pens... They should really put a warning label on the pen.  I now have the sudden urge to file my nails, and paint them once in a while.  I'm also getting some swelling and tenderness in the breasts..... I made a doctor's appointment for next week.",nmr4270
1583,1.0 ,15 Feb 2013,"I see it comes in ball point, but as a woman, I really feel like this is still just for men.  Could you make it in boob-tip please?",Tip for Bic about the tip.
1584,5.0 ,20 Apr 2013,"I am so happy I ordered these pens. Now, whenever I feel down I pick up my shiney pens , and I am re-born. I feel so pretty holding my magical pens. People hav commented on how feminine I look. Thank you so much for making a product just for me. I feel pretty, oh so pretty. I feel preety and whitty and bright!!!!!Yay for me!!!",princess
1585,5.0 ,12 Apr 2013,"I let my wife buy these. Yesterday, I saw her using one... finally transcribing my sandwich recipes into the new cookbook and smiling. It's nice to see a good product go to good use. Thank you BIC!",Rodney
1586,1.0 ,14 Sep 2013,"I was extremely disappointed with this product. The product's name mentioned Cristal in it, so you won't believe how surprised I was to find out that these pens contained ink rather than champagne. I thought that surely there was some sort of mistake, so I checked every single pen in the package. No champagne. I thought that surely this was a fashionable new way to carry alcohol around in my purse without anyone finding out, but no. It's just a stupid ink pen.",Janet Morris
1587,3.0 ,07 Dec 2013,My female side loves these but my male side thinks $1.26 is too much to spend on jewelry. I'm feeling very insecure on the inside but will keep up my manly facade. Maybe my boyfriend will buy them for me on Valentine's Day...,Davey H.
1588,3.0 ,16 Apr 2013,"Yeah, its cool. Its pretty, but how can a brotha like me stroll through my hood with a pen like this? People be like, YO Darnell! You got your wife's pen again? And I won't have jack to say back, son. So dig this, these pens are like what, 12 bucks? This is some ill stuff, fo these fools be jackin up the price of pens like haircuts do to women.  I can get the same mo'foccan pen at the dolla sto for like 99 cent for 12, so come on, whats the 411?",Darnell
1589,1.0 ,03 Sep 2012,Did we regress 60 years as a civilization?,Mr Mach5
1590,3.0 ,12 Apr 2013,"Don't you just hate those feminine pen commercials?  Especially with mixed company in the room.  They come in soft colors and flavors with an easy-to-hide carry pack, for those times you just can't wait to write a note or draw a picture.",IndyanaJoana
1591,2.0 ,02 Oct 2012,"Finally! After all these years of being a repressed woman with no rights, I FINALLY can have a pen made just for me! Using those ugly, MAN pens have made me feel inferior and weak. Plus, they're PRETTY! *Sigh*",Mommyx2
1592,5.0 ,27 Aug 2012,"Wow, awesome pens, Bic! My mother loves EVERYTHING I write with these! Who knew I could come up with so many haiku about kittens and puppy dogs!",Leslie Nipkow
1593,5.0 ,22 Apr 2013,"up until my girlfriend bought this pen I was the highlight of her life, I was totally leaving my mark. I was a sharp dark headed man and she loved me.... but I find lately I have dulled in her eyes... she spend days with that pen locked within her fingers.... oooh how I long to be touched again.... that darn pen!",jeff
1594,1.0 ,30 Apr 2013,How do you work this thing?? My man pen is MUCH simpler to use.,ninbroken52
1595,3.0 ,17 Sep 2012,"This pen is so feminine that each month it splurges ink for one week and makes a bloody mess out of all of my documents. I often have to shove a q-tip in it to try to get the ink to stop running, but that doesn't stop it. Clearly, it has a mind of its own. The other three weeks of the month, it is the most reliable, dependable and hard-working item in the house. The men in the house depend on its consistent performance to survive. Maybe it is simply its feminine color scheme that makes it so desirable and needed.",Mom/Stepmom
1596,4.0 ,16 Apr 2013,"This pen tastes almost as good as Bic Crystal Stick, but has less than half the calories, and no fat or sugar either. They are good but I strongly you drink them quickly after taking them out of the fridge, since just like Colt 45, they get that overpowering, rubbery-malty flavor as soon as they start to warm up.  Great for those concerned with their figure. Naturally ever since discovering these I don't allow the regular old Bic's near my wife anymore, and she's gotten trim and sexy. Thanks Bic, for saving my marriage!",Derwin &amp;#34;The Ladies Man&amp;#34; Milhous
1597,2.0 ,06 May 2013,I like my pens thicker and longer.  Some texture on the pen for a better feel and grasp would be nice too!  Overall...needs improvement.,Diep
1598,2.0 ,27 Jan 2014,"They say a PEN IS mightier than a sword. This isn't one of those. This is why in my correctional facility this is the only pen available to the inmates. Sure, they resist at first, try to reason that this isn't natural, but they would not be there if they knew what's good for them, in the first place right? In the end, they all write with those pens.",Sasha K
1599,5.0 ,28 Aug 2012,"These are great pens.  But after reading the other reviews, I wonder if I'm doing something wrong. Are these for writing on my lady-parts?",B Pagoda
1600,2.0 ,14 Apr 2013,"These work AMAZING but mine didn't come with a charger, i contacted the seller and they said they don't come with chargers... :( so when the pen stops working it's done. i also tried just swithching batteries but i cant find where they go in/come out. i think i may just have to order new ones.... oh well.",Joe L.
1601,3.0 ,18 Oct 2012,"Any chance these can be purchased in a binder? That way, when I need a good lady's pen, I'll know where to look. Thanks!",K. T. Barney
1602,1.0 ,29 Aug 2012,"Hurrah!  Now I can have a gender appropriate pen for me - how smart of BIC to realize I need pens restricted only for women! However, I'm very confused. Where are the BIC Pens For Men?  Obviously, the non-gendered BIC pens are for non-gendered people, and the BIC Pens for Her are for women.  Where are the pens for men?",BlueCapeSky
1603,1.0 ,30 Aug 2012,"Sure, I could just buy a regular pen, but how do I really know it's ""Men Only?""",Drew Sidener
1604,3.0 ,08 Sep 2012,"HooRah for the sense of Bic in developing something useful.... must have been a female staffer. Wonder how she got the idea passed the ham fisted ""big bosses"" all these comments must be from the fringe right that want women barefoot pregnant and in the kitchen writing recipes. Wonder that I got my PhD writing with a ""man's Bic""",sowafeam
1605,1.0 ,03 Dec 2018,I had to return mine. It just isn’t safe with children in at home,Laura Roderick
1606,4.0 ,16 Mar 2013,So why is it still shaped like a penis?,Mister Bones
1607,5.0 ,30 Aug 2012,For years we have debated a woman's right to choose. Finially corporate America has given us the tools to steer women in the right and true direction.,JamieM
1608,2.0 ,27 Mar 2015,"When I break these out in the boardroom, I am reminded that for every dollar my male cohorts earn, I get 77 cents.  This sucks because I run circles around them, and that every good revenue and profit building move my company has made in the past several years originated in my little 77 cent head.",Sandy B.
1609,3.0 ,12 Apr 2013,"My ex-wife was aflutter when she bought this. Ran into the house squealing ""Finally, a penis to fit a woman's hand."" ""Learn to spell""' I said.",Brendan J. Walsh
1610,5.0 ,18 Jul 2013,"My girlfriend has always had issue remembering little details on the long and arduous journey from the bedroom to the kitchen. It's been a terrible strain on our relationship for quite some time. These pens have been an absolute godsend! With her newfound ability to write things down, she never again has to incur my wrath by asking what I want on my sandwich a second time! We couldn't be happier with this product and what it's done for us as a couple! Thank you, BIC!",C. Reese
1611,1.0 ,28 Aug 2012,"I used one of these inadvertently when accepting delivery of complicated and technical computer parts at the front door. Now I find that my voice has risen almost an octave, I have an uncontrollable urge to read Barbara Cartland novels and am no longer able to park the car. Real men should avoid contact with this product at all costs.",Jean D.
